path,category,fully read?,execution/test evidence,audit owner,findings,not reviewed reason
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/llama_3_2_3b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/manifest.json","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/mistral_7b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/phi4_mini_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_2b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_512_smoke/qwen_4b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/README.md","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/llama_3_2_3b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/llama_3_2_3b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/qwen_2b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/qwen_2b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/qwen_4b_4bit__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_arc/qwen_4b_base__arc.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8/llama_3_2_3b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8/manifest.json","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8/mistral_7b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8/phi4_mini_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8/qwen_2b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8/qwen_4b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_512/llama_3_2_3b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_512/mistral_7b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_512/phi4_mini_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_512/qwen_2b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_512/qwen_4b_8bit__matrix.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_smoke/llama_3_2_3b_8bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_smoke/mistral_7b_8bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_smoke/phi4_mini_8bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_smoke/qwen_2b_8bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_int8_smoke/qwen_4b_8bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/README.md","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/judge_sens_seed1.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/judge_sens_seed2.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/judge_sens_seed3.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/judge_sens_seed4.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/judge_sens_seed5.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/llama_3_2_3b_4bit__sens.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/llama_3_2_3b_base__sens.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/qwen_2b_4bit__sens.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/qwen_2b_base__sens.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/qwen_4b_4bit__sens.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity/qwen_4b_base__sens.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/judge_sens512_seed1.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/judge_sens512_seed2.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/judge_sens512_seed3.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/judge_sens512_seed4.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/judge_sens512_seed5.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/llama_3_2_3b_4bit__sens512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/llama_3_2_3b_base__sens512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/qwen_2b_4bit__sens512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/qwen_2b_base__sens512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/qwen_4b_4bit__sens512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_sensitivity_512/qwen_4b_base__sens512.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/llama_3_2_3b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/llama_3_2_3b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/llama_3_2_3b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/llama_3_2_3b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/llama_3_2_3b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/llama_3_2_3b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/manifest.json","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/mistral_7b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/mistral_7b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/phi4_mini_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/phi4_mini_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_2b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_2b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_2b_4bit__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_2b_base__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_2b_base__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_2b_base__xstest.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_4b_4bit__harmbench.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
"slurm/jobs_tc1_smoke/qwen_4b_4bit__mmlu.sbatch","SLURM/job metadata","no","Inventory; static/targeted review where relevant; pytest suite executed","Codex + independent workstream","No individual line-complete claim; see UNRESOLVED_OR_UNVERIFIED","Not line-completely reviewed in this pass"
